name,desc,info,score
猫鼠游戏,骗子大师和执著警探的你追我跑故事。 ,导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 莱昂纳多·迪卡普里奥 L...,8.7
少年派的奇幻漂流,瑰丽壮观、无人能及的冒险之旅。,导演: 李安 Ang Lee   主演: 苏拉·沙玛 Suraj Sharma / 伊尔凡·可汗 Irrfan...,9.0
鬼子来了,对敌人的仁慈，就是对自己残忍。,导演: 姜文 Wen Jiang   主演: 姜文 Wen Jiang / 香川照之 Teruyuki Kagawa /...,9.2
蝙蝠侠：黑暗骑士,无尽的黑暗。,导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 克里斯蒂安·贝尔 Christ...,9.0
指环王3：王者无敌,史诗的终章。,导演: 彼得·杰克逊 Peter Jackson   主演: 维果·莫腾森 Viggo Mortensen / ...,9.1
活着,张艺谋最好的电影。,导演: 张艺谋 Yimou Zhang   主演: 葛优 You Ge / 巩俐 Li Gong / 姜武 Wu Jiang,9.1
天空之城,对天空的追逐，永不停止。 ,导演: 宫崎骏 Hayao Miyazaki   主演: 田中真弓 Mayumi Tanaka / 横泽启子 Ke...,9.0
疯狂动物城,迪士尼给我们营造的乌托邦就是这样，永远善良勇敢，永远出乎意料。,导演: 拜伦·霍华德 Byron Howard / 瑞奇·摩尔 Rich Moore   主演: 金妮弗·...,9.2
罗马假日,爱情哪怕只有一天。,导演: 威廉·惠勒 William Wyler   主演: 奥黛丽·赫本 Audrey Hepburn / 格...,8.9
大话西游之月光宝盒,旷古烁今。,导演: 刘镇伟 Jeffrey Lau   主演: 周星驰 Stephen Chow / 吴孟达 Man Tat Ng...,8.9
飞屋环游记,最后那些最无聊的事情，才是最值得怀念的。 ,导演: 彼特·道格特 Pete Docter / 鲍勃·彼德森 Bob Peterson   主演: 爱德...,8.9
窃听风暴,别样人生。,导演: 弗洛里安·亨克尔·冯·多纳斯马 Florian Henckel von Donnersmarck   ...,9.1
两杆大烟枪,4个臭皮匠顶个诸葛亮，盖·里奇果然不是盖的。,导演: Guy Ritchie   主演: Jason Flemyng / Dexter Fletcher / Nick Moran,9.1
飞越疯人院,自由万岁。,导演: 米洛斯·福尔曼 Miloš Forman   主演: 杰克·尼科尔森 Jack Nichols...,9.0
暖暖内含光,恋爱是一次神经的冒险。就算失去记忆，也会爱上你。,导演: 米歇尔·冈瑞 Michel Gondry   主演: 金·凯瑞 Jim Carrey / 凯特·温...,8.4
聚焦,,导演: 托马斯·麦卡锡 Thomas McCarthy   主演: 马克·鲁弗洛 Mark Ruffalo /...,8.8
阳光姐妹淘,再多各自牛逼的时光，也比不上一起傻逼的岁月。 ,导演: 姜炯哲 Hyeong-Cheol Kang   主演: 沈恩京 Eun-kyung Shim / 闵孝琳 Hy...,8.8
加勒比海盗,约翰尼·德普的独角戏。,导演: 戈尔·维宾斯基 Gore Verbinski   主演: 约翰尼·德普 Johnny Depp / ...,8.6
末路狂花,没有了退路，只好飞向自由。,导演: 雷德利·斯科特 Ridley Scott   主演: 吉娜·戴维斯 Geena Davis / 苏...,8.7
上帝之城,被上帝抛弃了的上帝之城。,导演: Kátia Lund / Fernando Meirelles   主演: Alexandre Rodrigues / Lea...,8.9
摩登时代,大时代中的人生，小人物的悲喜。,导演: 查理·卓别林 Charles Chaplin   主演: 查理·卓别林 Charles Chaplin ...,9.2
穿条纹睡衣的男孩,尽管有些不切实际的幻想，这部电影依旧是一部感人肺腑的佳作。,导演: 马克·赫门 Mark Herman   主演: 阿沙·巴特菲尔德 Asa Butterfield / ...,8.9
阿凡达,绝对意义上的美轮美奂。,导演: 詹姆斯·卡梅隆 James Cameron   主演: 萨姆·沃辛顿 Sam Worthington ...,8.6
爱在黎明破晓前,缘分是个连绵词，最美不过一瞬。,导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...,8.7
消失的爱人,年度最佳date movie。,导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...,8.7
风之谷,动画片的圣经。,导演: 宫崎骏 Hayao Miyazaki   主演: 岛本须美 Sumi Shimamoto / 松田洋治 Y...,8.8
爱在日落黄昏时,九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。,导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...,8.7
侧耳倾听,少女情怀总是诗。,导演: 近藤喜文 Yoshifumi Kondo   主演: 本名阳子 Youko Honna / 小林桂树 K...,8.8
控方证人,比利·怀德满分作品。,导演: 比利·怀尔德 Billy Wilder   主演: 查尔斯·劳顿 Charles Laughton / ...,9.6
闻香识女人,史上最美的探戈。,导演: 马丁·布莱斯 Martin Brest   主演: 阿尔·帕西诺 Al Pacino / 克里斯...,8.9
哈尔的移动城堡,带着心爱的人在天空飞翔。,导演: 宫崎骏 Hayao Miyazaki   主演: 倍赏千惠子 Chieko Baishô / 木村拓...,8.9
海豚湾,海豚的微笑，是世界上最高明的伪装。,导演: Louie Psihoyos   主演: John Chisholm / Mandy-Rae Cruikshank / Char...,9.3
V字仇杀队,一张面具背后的理想与革命。,导演: 詹姆斯·麦克特格 James McTeigue   主演: 娜塔莉·波特曼 Natalie Por...,8.8
辩护人,电影的现实意义大过电影本身。,导演: 杨宇硕 Woo-seok Yang   主演: 宋康昊 Kang-ho Song / 吴达洙 Dal-su O...,9.1
死亡诗社,当一个死水般的体制内出现一个活跃的变数时，所有的腐臭都站在了光明的对面。,导演: 彼得·威尔 Peter Weir   主演: 罗宾·威廉姆斯 Robin Williams / 罗伯...,9.0
教父2,优雅的孤独。,导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 阿尔·帕西诺 A...,9.1
美丽心灵,爱是一切逻辑和原由。,导演: 朗·霍华德 Ron Howard   主演: 罗素·克劳 Russell Crowe / 詹妮弗·...,8.9
绿里奇迹,天使暂时离开。,导演: Frank Darabont   主演: 汤姆·汉克斯 Tom Hanks / 大卫·摩斯 David M...,8.7
终结者2：审判日,少见的超越首部的续集，动作片中的经典。,导演: 詹姆斯·卡梅隆 James Cameron   主演: 阿诺·施瓦辛格 Arnold Schwarz...,8.6
源代码,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,导演: 邓肯·琼斯 Duncan Jones   主演: 杰克·吉伦哈尔 Jake Gyllenhaal / ...,8.3
模仿游戏,他给机器起名“克里斯托弗”，因为这是他初恋的名字。,导演: 莫腾·泰杜姆 Morten Tyldum   主演: 本尼迪克特·康伯巴奇 Benedict C...,8.6
勇闯夺命岛,类型片的极致。 ,导演: 迈克尔·贝 Michael Bay   主演: 肖恩·康纳利 Sean Connery / 尼古拉...,8.5
新龙门客栈,嬉笑怒骂，调风动月。,导演: 李惠民 Raymond Lee   主演: 张曼玉 Maggie Cheung / 林青霞 Brigitte ...,8.5
倩女幽魂,两张绝世的脸。 ,导演: 程小东 Siu-Tung Ching   主演: 张国荣 Leslie Cheung / 王祖贤 Joey W...,8.6
红辣椒,梦的勾结。,导演: 今敏 Satoshi Kon   主演: 林原惠美 Megumi Hayashibara / 古谷彻 T...,8.9
超脱,穷尽一生，我们要学会的，不过是彼此拥抱。,导演: 托尼·凯耶 Tony Kaye   主演: 艾德里安·布洛迪 Adrien Brody / 马西...,8.8
恐怖直播,恐怖分子的“秋菊打官司”。,导演: 金秉祐 Byeong-woo Kim   主演: 河正宇 Jung-woo Ha / 李璟荣 Kyeong-y...,8.7
黑客帝国3：矩阵革命,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。,导演: Andy Wachowski / Larry Wachowski   主演: Keanu Reeves / Laurence F...,8.5
这个男人来自地球,科幻真正的魅力不是视觉效果能取代的。 ,导演: 理查德·沙因克曼 Richard Schenkman   主演: 大卫·李·史密斯 David ...,8.5
卡萨布兰卡,世界上有那么多女人那么多酒馆，但她偏偏走进我的这家。,导演: Michael Curtiz   主演: 亨弗莱·鲍嘉 Humphrey Bogart / 英格丽·褒曼...,8.6
一个叫欧维的男人决定去死,惠及一生的美丽。,导演: 汉内斯·赫尔姆 Hannes Holm   主演: 罗夫·拉斯加德 Rolf Lassgård...,8.7
城市之光,永远的小人物，伟大的卓别林。,导演: Charles Chaplin   主演: 查理·卓别林 Charles Chaplin / 弗吉尼亚·...,9.2
变脸,当发哥的风衣、墨镜出现在了凯奇身上⋯⋯,导演: 吴宇森 John Woo   主演: 约翰·特拉沃尔塔 John Travolta / 尼古拉斯...,8.4
荒野生存,出门必备：本草纲目。,导演: 西恩·潘 Sean Penn   主演: 埃米尔·赫斯基 Emile Hirsch / 马西娅·...,8.6
迁徙的鸟,最美的飞翔。,导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud   主演:...,9.1
你的名字。,穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。,导演: 新海诚 Makoto Shinkai   主演: 神木隆之介 Ryûnosuke Kamiki / 上...,8.4
E.T. 外星人,生病的E.T.皮肤的颜色就像柿子饼。,导演: Steven Spielberg   主演: Henry Thomas / Dee Wallace / Robert MacNa...,8.5
萤火虫之墓,幸福是生生不息，却难以触及的远。 ,导演: 高畑勋 Isao Takahata   主演: 辰己努 / 白石绫乃 / 志乃原良子,8.7
驯龙高手,和谐的生活离不开摸头与被摸头。,导演: 迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders   主演:...,8.7
幸福终点站,有时候幸福需要等一等。 ,导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks...,8.6
菊次郎的夏天,从没见过那么流氓的温柔，从没见过那么温柔的流氓。,导演: 北野武 Takeshi Kitano   主演: 北野武 Takeshi Kitano / 关口雄介 Yus...,8.7
小森林 夏秋篇,那些静得只能听见呼吸的日子里，你明白孤独即生活。,导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...,8.9
喜剧之王,我是一个演员。,导演: 周星驰 Stephen Chow / 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Ch...,8.5
岁月神偷,岁月流逝，来日可追。,导演: 罗启锐 Alex Law   主演: 吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍...,8.6
借东西的小人阿莉埃蒂,曾经的那段美好会沉淀为一辈子的记忆。,导演: 米林宏昌 Hiromasa Yonebayashi   主演: 志田未来 Mirai Shida / 神木...,8.7
神偷奶爸,Mr. I Don't Care其实也有Care的时候。,导演: 皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud   主演: ...,8.5
初恋这件小事,黑小鸭速效美白记。,导演: 普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...,8.3
无耻混蛋,昆汀同学越来越变态了，比北野武还杜琪峰。,导演: Quentin Tarantino   主演: 布拉德·皮特 Brad Pitt / 梅拉尼·罗兰 M...,8.4
发条橙,我完全康复了。,导演: Stanley Kubrick   主演: Malcolm McDowell / Patrick Magee / Michael...,8.4
美国丽人,每个人的内心都是深不可测的大海。 ,导演: 萨姆·门德斯 Sam Mendes   主演: 凯文·史派西 Kevin Spacey / 安妮特...,8.4
七武士,时代悲歌。,导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 志村乔 ...,9.2
杀人回忆,关于连环杀人悬案的集体回忆。,导演: 奉俊昊 Joon-ho Bong   主演: 宋康昊 Kang-ho Song / 金相庆 Sang-kyun...,8.7
海洋,大海啊，不全是水。,导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud   主演:...,9.0
黄金三镖客,最棒的西部片。,导演: Sergio Leone   主演: Clint Eastwood / Eli Wallach / Lee Van Cleef,9.1
英国病人,"In memory, love lives forever...",导演: 安东尼·明格拉 Anthony Minghella   主演: 拉尔夫·费因斯 Ralph Fien...,8.4
小萝莉的猴神大叔,,导演: 卡比尔·汗 Kabir Khan   主演: 萨尔曼·汗 Salman Khan / 哈莎莉·马...,8.6
爱在午夜降临前,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。,导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...,8.8
